Callsign,Frequency_MHz,Latitude,Longitude,SiteName,SiteLocation,State,Power_W,WFO,Status
KJY87,162.425,55.2503,-162.763364,Cold Bay,Cold Bay,AK,5,Anchorage|AK,NORMAL
WNG714,162.550,55.349444,-160.4731,Sand Point,Sand Point,AK,300,Anchorage|AK,NORMAL
KJY73,162.525,57.12,-170.281111,Saint Paul Island,Saint Paul Island,AK,5,Anchorage|AK,NORMAL
WXK89,162.550,53.8891,-166.533852,Unalaska,Dutch Harbor,AK,300,Anchorage|AK,NORMAL
KEC43,162.550,61.157038,-149.98741,Anchorage,Anchorage,AK,300,Anchorage|AK,NORMAL
KZZ98,162.400,61.601576,-149.360616,Wasilla,Wasilla,AK,300,Anchorage|AK,NORMAL
WNG675,162.550,60.785455,-161.839479,Bethel,Bethel,AK,1000,Anchorage|AK,NORMAL
KZZ90,162.425,58.066389,-153.376944,Raspberry Island,Raspberry Island,AK,5,Kodiak|AK (WSO),NORMAL
WNG532,162.525,60.275576,-146.638974,Cape Hinchinbrook,Cape Hinchinbrook,AK,5,Anchorage|AK,NORMAL
WXJ79,162.400,60.549944,-145.749552,Cordova,Ski Hill,AK,1000,Anchorage|AK,NORMAL
WNG530,162.500,60.645,-147.346944,East Point,Naked Island,AK,5,Anchorage|AK,NORMAL
KZZ93,162.450,60.817222,-148.38,Point Pigot,Point Pigot,AK,5,Anchorage|AK,NORMAL
WNG527,162.425,61.056543,-146.697377,Potato Point,Potato Point,AK,5,Anchorage|AK,NORMAL
WXJ63,162.550,61.130437,-146.352503,Valdez,Valdez,AK,300,Anchorage|AK,NORMAL
KXI29,162.475,60.7769,-148.69037,Whittier,Whittier,AK,100,Anchorage|AK,NORMAL
KPS503,162.550,62.103876,-146.174541,Glennallen,Glennallen,AK,1000,Anchorage|AK,OUT OF SERVICE
KPS504,162.400,64.581944,-149.079444,Nenana,Nenana,AK,300,Fairbanks|AK,NORMAL
WNG681,162.500,59.0422,-158.455,Dillingham,Dillingham,AK,5,Anchorage|AK,NORMAL
WNG525,162.425,58.8575,-159.465833,Tuklung Mtn.,Tuklung Mtn.,AK,5,Anchorage|AK,NORMAL
WXJ81,162.550,64.8789,-148.0558,Fairbanks,Ester Dome,AK,700,Fairbanks|AK,NORMAL
WXM97,162.400,59.247378,-135.435426,Haines,Haines,AK,300,Juneau|AK,NORMAL
KZZ86,162.425,58.09323,-136.4146,Althorp Peak,Althorp Peak,AK,5,Juneau|AK,NORMAL
WXJ25,162.550,58.301746,-134.42035,Juneau,Juneau,AK,300,Juneau|AK,NORMAL
KZZ87,162.450,58.226944,-134.841667,Mt. Robert Barron,Mt. Robert Barron,AK,5,Juneau|AK,NORMAL
KZZ88,162.425,57.204722,-133.465833,Cape Fanshaw,Cape Fanshaw,AK,5,Juneau|AK,NORMAL
WNG528,162.450,59.310278,-151.943889,Bede Mountain,Bede Mountain,AK,5,Anchorage|AK,NORMAL
WXJ24,162.400,59.68081,-151.61774,Homer,Diamond Ridge,AK,800,Anchorage|AK,NORMAL
KZZ97,162.550,60.043337,-151.676849,Ninilchik,Ninilchik,AK,300,Anchorage|AK,NORMAL
WNG526,162.425,59.860661,-149.39478,Rugged Island,Rugged Island,AK,5,Anchorage|AK,NORMAL
KEC81,162.550,60.089345,-149.352763,Seward,Spring Creek,AK,300,Anchorage|AK,NORMAL
WWG39,162.475,60.48942,-151.0713,Soldotna,Soldotna,AK,300,Anchorage|AK,NORMAL
KZZ92,162.450,54.883333,-131.358333,Duke Island,Duke Island,AK,5,Juneau|AK,NORMAL
KZZ96,162.525,55.3675,-131.8,Gravina Island,Gravina Island,AK,5,Juneau|AK,NORMAL
WXJ26,162.550,55.460822,-131.810428,Ketchikan,Point Higgins,AK,500,Juneau|AK,NORMAL
WNG529,162.500,58.199694,-154.205084,Cape Gull,Cape Gull,AK,5,Kodiak|AK (WSO),NORMAL
WXJ78,162.550,57.7344,-152.5014,Kodiak,Woman's Bay,AK,1000,Kodiak|AK (WSO),NORMAL
WNG716,162.500,58.235833,-151.820833,Marmot Island,Marmot Island,AK,5,Kodiak|AK (WSO),NORMAL
WZ2556,162.525,57.3728,-154.6264,Middle Cape,Kodiak Island,AK,5,Kodiak|AK (WSO),NORMAL
WNG531,162.525,57.788202,-152.437856,Pillar Mtn.,Pillar Mtn.,AK,5,Kodiak|AK (WSO),NORMAL
WNG718,162.450,56.559444,-154.182222,Sitkinak Dome,Sitkinak Dome,AK,5,Kodiak|AK (WSO),NORMAL
WXJ62,162.550,64.486667,-165.3025,Nome,Fort Davis,AK,1000,Fairbanks|AK,NORMAL
KZZ53,162.550,71.288352,-156.762283,Utqiagvik,Utqiagvik,AK,300,Fairbanks|AK,NORMAL
KWN30,162.550,66.8861,-162.613611,Kotzebue,Kotzebue,AK,1000,Fairbanks|AK,DEGRADED
KAD96,162.500,57.105556,-134.816944,Manleyville,Manleyville,AK,5,Juneau|AK,NORMAL
KXI80,162.475,55.474069,-133.137279,Craig,Craig,AK,300,Juneau|AK,NORMAL
KZZ89,162.425,55.111944,-132.758611,Sukkwan Island,Sukkwan Island,AK,5,Juneau|AK,NORMAL
WZ2555,162.525,57.5228,-135.4617,Duffield Peninsula,Duffield Peninsula,AK,5,Juneau|AK,NORMAL
KZZ95,162.525,56.069167,-134.191944,Mt. McArthur,Mt. McArthur,AK,5,Juneau|AK,NORMAL
WXJ80,162.550,57.0472,-135.3669,Sitka,Biorka Island,AK,500,Juneau|AK,NORMAL
WXJ83,162.400,56.472495,-132.386953,Wrangell,Wrangell,AK,1000,Juneau|AK,NORMAL
KZZ91,162.450,56.345278,-132.861389,Zarembo Island,Zarembo Island,AK,5,Juneau|AK,NORMAL
WXK69,162.400,59.510673,-139.671921,Yakutat,Monti Bay,AK,500,Juneau|AK,NORMAL
WNG607,162.425,31.877222,-86.728333,Greenville,Greenville,AL,300,Mobile|AL,NORMAL
KIH55,162.400,32.381944,-86.292583,Montgomery,WAIQ TV,AL,911,Birmingham|AL,NORMAL
WNG635,162.450,32.5256,-86.9828,Selma,Selma,AL,1000,Birmingham|AL,NORMAL
WWF55,162.500,31.594722,-87.845278,Jackson,ToddTown,AL,1000,Mobile|AL,NORMAL
KEC61,162.550,30.659444,-87.8925,Mobile,Mobile,AL,1000,Mobile|AL,NORMAL
KEC86,162.400,30.588611,-87.070556,Pensacola,Milton,FL,1000,Mobile|AL,NORMAL
KIH56,162.475,31.718056,-85.434139,Louisville,Texasville,AL,1000,Birmingham|AL,NORMAL
KIH54,162.550,33.489083,-86.799306,Birmingham,WBIQ TV,AL,1020,Birmingham|AL,NORMAL
KIH60,162.400,33.214167,-87.489972,Tuscaloosa,Holt,AL,1000,Birmingham|AL,NORMAL
WNG606,162.425,33.985861,-86.459972,Oneonta,Oneonta,AL,315,Birmingham|AL,NORMAL
WWF54,162.525,32.622078,-85.501314,Auburn,Auburn,AL,1000,Birmingham|AL,NORMAL
KIH59,162.550,31.554444,-86.392222,Dozier,Dozier,AL,1000,Mobile|AL,NORMAL
KIH58,162.475,33.485139,-85.808889,Anniston,Mt. Cheaha,AL,299,Birmingham|AL,NORMAL
KXI76,162.450,33.021361,-84.997833,La Grange,La Grange,GA,324,Peachtree City|GA,NORMAL
WWF44,162.500,34.613611,-85.680278,Henagar,Pea Ridge,AL,1000,Huntsville|AL,NORMAL
WXJ72,162.450,34.469028,-85.297306,Summerville,Taylors Ridge,GA,302,Peachtree City|GA,NORMAL
WXL72,162.475,32.362389,-87.87525,Demopolis,Jefferson,AL,1440,Birmingham|AL,NORMAL
KIH49,162.550,32.1386,-89.093694,Meridian,Rose Hill,MS,1000,Jackson|MS,NORMAL
WWH20,162.450,30.8275,-85.926944,Westville,Westville,FL,1000,Tallahassee|FL,NORMAL
KIH57,162.475,34.5839,-87.7872,Florence,Crooked Oak,AL,1000,Huntsville|AL,NORMAL
WNG646,162.475,31.264722,-87.125833,Brewton,Brewton,AL,1000,Mobile|AL,NORMAL
WNG642,162.525,34.3444,-86.4389,Arab,Marshall County,AL,300,Huntsville|AL,NORMAL
WWF66,162.450,34.171389,-86.844167,Cullman,Cullman,AL,300,Huntsville|AL,NORMAL
KIH20,162.400,34.737778,-86.533889,Huntsville,Huntsville,AL,1000,Huntsville|AL,NORMAL
WWF53,162.525,33.937139,-87.875111,Winfield,Guin,AL,850,Birmingham|AL,NORMAL
KZZ70,162.525,31.402222,-84.959167,Blakely,Blakely,GA,1000,Tallahassee|FL,NORMAL
WNG633,162.425,30.639167,-84.979722,Sneads,Sneads (AG),FL,1000,Tallahassee|FL,NORMAL
WNG554,162.525,35.0875,-86.111667,Winchester,Belvidere,TN,1000,Huntsville|AL,NORMAL
KUT404,162.450,33.839167,-88.5739,Aberdeen,Hatley,MS,300,Memphis|TN,NORMAL
WZ2506,162.500,35.2736,-87.9322,Clifton,Cypress Inn (AG),TN,1020,Nashville|TN,NORMAL
WXM32,162.400,32.4667,-85.0561,Columbus,Phenix City,AL,1000,Peachtree City|GA,NORMAL
WNG640,162.425,31.176667,-88.597222,Leakesville,Green County,MS,1000,Mobile|AL,NORMAL
WXJ55,162.550,34.799722,-92.499444,Little Rock,Shinall Mtn.,AR,1000,Little Rock|AR,NORMAL
WXJ54,162.400,33.954306,-91.878972,Star City,Star City,AR,900,Little Rock|AR,NORMAL
WNG725,162.525,33.128333,-92.469278,El Dorado,El Dorado,AR,1050,Shreveport|LA,NORMAL
KGG86,162.475,33.3894,-91.853889,Fountain Hill,Fountain Hill,AR,1000,Jackson|MS,OUT OF SERVICE
WXL66,162.450,35.813111,-92.290028,Mountain View,Fox,AR,1000,Little Rock|AR,NORMAL
WWG54,162.500,36.202639,-92.558111,Yellville,Rea Valley,AR,850,Little Rock|AR,NORMAL
WXJ52,162.475,35.814333,-94.028194,Fayetteville,Winslow,AR,1000,Tulsa|OK,NORMAL
WWH38,162.525,36.455,-94.779167,Grove,Grove,OK,300,Tulsa|OK,NORMAL
WNG694,162.400,36.179444,-94.086111,Springdale,Washington County,AR,300,Tulsa|OK,NORMAL
WXN92,162.525,36.1692,-93.2497,Harrison,Harrison,AR,1000,Little Rock|AR,NORMAL
WXJ48,162.475,33.907389,-93.113056,Gurdon,Gurdon,AR,1000,Little Rock|AR,NORMAL
KIH50,162.425,33.376306,-90.542278,Inverness,Inverness,MS,1045,Jackson|MS,NORMAL
KXI92,162.425,34.4728,-93.605,High Peak,Mt. Ida,AR,300,Little Rock|AR,NORMAL
WXJ51,162.550,35.9039,-90.7706,Jonesboro,Bono,AR,900,Memphis|TN,NORMAL
WWG47,162.525,36.364222,-89.864083,Wardell,Gideon,MO,1080,Memphis|TN,NORMAL
KXI96,162.400,35.3811,-91.524667,Russell,Bald Knob,AR,1200,Little Rock|AR,NORMAL
WXJ49,162.550,33.448,-94.066833,Texarkana,Texarkana,TX,500,Shreveport|LA,NORMAL
KXI91,162.475,35.165194,-92.714333,Morrilton,Morrilton,AR,387,Little Rock|AR,NORMAL
WWF96,162.525,35.218306,-93.256056,Russellville,Mt. Nebo,AR,311,Little Rock|AR,NORMAL
WXJ50,162.550,35.294417,-94.305278,Fort Smith,Ft. Chaffee,AR,750,Tulsa|OK,NORMAL
WXK49,162.475,35.181278,-89.832306,Memphis,Memphis,TN,1125,Memphis|TN,NORMAL
WNG639,162.475,36.259472,-91.693417,Cherokee Village,Agnos - Ash Flat,AR,313,Little Rock|AR,NORMAL
KXI97,162.400,34.4545,-94.143333,Mena,Eagle Mtn./Bald Knob,AR,307,Little Rock|AR,NORMAL
WXJ65,162.450,34.245944,-94.783139,Broken Bow,Choctaw,OK,1030,Shreveport|LA,NORMAL
WWH30,162.500,36.057611,-89.440944,Dyersburg,Dyersburg,TN,1230,Memphis|TN,NORMAL
WNG643,162.525,34.6225,-90.979056,Marvell,Phillips County,AR,1070,Memphis|TN,NORMAL
WZ2529,162.550,-14.317067,-170.76402,Mt. Olotele,Mt. Olotele,AS,300,Pago Pago|AS (WSO),NORMAL
WNG710,162.400,-14.330556,-170.714167,Pago Pago,Pago Pago,AS,300,Pago Pago|AS (WSO),NORMAL
KXI23,162.525,34.1119,-109.574553,Greer,Greens Peak,AZ,300,Flagstaff|AZ,NORMAL
WXM89,162.550,37.034444,-110.868611,Lake Powell,Navajo Mountain,UT,100,Salt Lake City|UT,NORMAL
WWF99,162.550,35.761034,-109.167805,Window Rock,Piney Hill,AZ,100,Flagstaff|AZ,NORMAL
KXI24,162.475,32.649444,-109.849167,Safford,Solomon,AZ,80,Tucson|AZ,NORMAL
WXK76,162.400,35.2414,-111.5975,Flagstaff,Mt Elden,AZ,100,Flagstaff|AZ,NORMAL
WWF52,162.475,36.07168,-112.154731,Grand Canyon,Hopi Point,AZ,100,Flagstaff|AZ,NORMAL
WWG41,162.425,33.905088,-111.408429,Payson Gila County N.,Mt. Ord,AZ,150,Flagstaff|AZ,NORMAL
WWF98,162.525,34.70121,-112.11801,Prescott,Mingus Mtn.,AZ,100,Flagstaff|AZ,NORMAL
WWG42,162.500,33.293056,-110.835833,Globe,Signal Peak,AZ,70,Phoenix|AZ,NORMAL
KXI83,162.425,35.094191,-113.905661,Kingman,Hayden Peak,AZ,100,Las Vegas|NV,NORMAL
KXI84,162.400,34.616667,-114.270556,Lake Havasu,Ram Mtn.,AZ,100,Las Vegas|NV,NORMAL
KEC94,162.550,33.332778,-112.066944,Phoenix,South Mtn.,AZ,347,Phoenix|AZ,NORMAL
KQC45,162.500,35.247222,-114.743333,Bullhead City,Spirit Mtn.,NV,200,Las Vegas|NV,NORMAL
WWF51,162.475,37.155,-113.88,St. George,Utah Hill,UT,100,Salt Lake City|UT,NORMAL
WXL30,162.400,32.440778,-110.788139,Tucson,Mt. Lemmon,AZ,146,Tucson|AZ,NORMAL
WNG703,162.500,31.338194,-110.953111,Nogales,Crawford Hill,AZ,104,Tucson|AZ,NORMAL
WXL87,162.550,33.0536,-114.8278,Yuma,Black Mtn.,CA,100,Phoenix|AZ,NORMAL
WNG655,162.425,37.8814,-121.915556,Contra Costa County,Mt. Diablo,CA,100,San Francisco|CA,NORMAL
WWF64,162.450,37.155,-121.8983,Monterey Marine,Mt. Umunhum,CA,100,San Francisco|CA,NORMAL
KEC49,162.550,37.155,-121.8983,Monterey,Mt. Umunhum,CA,300,San Francisco|CA,NORMAL
KHB49,162.400,37.450556,-122.338333,San Francisco,Mount Pise,CA,300,San Francisco|CA,OUT OF SERVICE
WXK58,162.550,39.3131,-119.8836,Reno,Slide Mtn.,NV,300,Reno|NV,NORMAL
KEC57,162.550,38.5806,-120.615,Sacramento,Fairplay,CA,300,Sacramento|CA,NORMAL
WWF67,162.400,39.133056,-121.099167,Grass Valley,Wolf Creek Mtn.,CA,100,Sacramento|CA,NORMAL
WXL88,162.550,40.654444,-122.523611,Redding,South Fork Mtn.,CA,100,Sacramento|CA,NORMAL
KDX54,162.500,38.059722,-122.605556,Big Rock Ridge,N. San Francisco Bay,CA,75,San Francisco|CA,NORMAL
KIH37,162.550,42.1264,-124.2272,Brookings,Palmer Butte,OR,500,Eureka|CA,NORMAL
WXL89,162.550,35.706194,-118.560306,Bakersfield,Shirley Peak,CA,100,Hanford|CA,NORMAL
KIH62,162.400,36.74569,-119.283556,Fresno,Bear Mtn.,CA,300,Hanford|CA,NORMAL
KEC82,162.400,40.4175,-124.119167,Eureka,Mt. Pierce,CA,300,Eureka|CA,NORMAL
WZ2550,162.450,40.8739,-123.73351,Willow Creek,Willow Creek,CA,150,Eureka|CA,NORMAL
WNG712,162.525,33.654889,-115.990222,Coachella / Spanish,Riverside County,CA,96,San Diego|CA,NORMAL
KIG78,162.400,33.654889,-115.990222,Coachella,Riverside County,CA,104,San Diego|CA,NORMAL
WZ2524,162.425,37.3708,-118.3672,Bishop,Bishop,CA,100,Las Vegas|NV,NORMAL
WNG659,162.425,35.4775,-117.700278,El Paso Mtns.,Ridgecrest,CA,300,Hanford|CA,NORMAL
WNG634,162.400,35.965,-115.500833,Pahrump,Mt Potosi,NV,100,Las Vegas|NV,NORMAL
WNG720,162.525,39.326667,-123.270833,Ukiah,Laughlin Range,CA,300,Eureka|CA,NORMAL
WWG20,162.450,39.754167,-119.462222,Fernley,Virginia Peak,NV,150,Reno|NV,NORMAL
WZ2530,162.500,40.446389,-120.358056,Susanville,Shaffer Mtn,CA,100,Reno|NV,NORMAL
WNG584,162.525,33.343278,-118.321667,Avalon,Catalina Island,CA,146,Los Angeles|CA,NORMAL
KWO37,162.550,34.268722,-118.237694,Los Angeles,Mt. Lukens/Tujunga,CA,340,Los Angeles|CA,NORMAL
KWL22,162.425,34.0144,-118.812,Malibu Marine,Point Dume,CA,300,Los Angeles|CA,NORMAL
WZ2505,162.425,34.743611,-118.724917,Sandberg,Sandberg,CA,65,Los Angeles|CA,NORMAL
KAD94,162.450,37.712778,-119.704722,Yosemite,Turtleback Dome,CA,85,Hanford|CA,NORMAL
KIH30,162.550,39.022222,-123.521389,Point Arena,Cold Springs Peak,CA,300,Eureka|CA,NORMAL
WXL97,162.550,42.243056,-121.705,Klamath Falls,Hogback Mtn.,OR,100,Medford|OR,NORMAL
WNG595,162.525,38.088333,-119.176944,Conway Summit,Bridgeport,CA,300,Reno|NV,NORMAL
WWF59,162.475,38.457222,-118.763611,Hawthorne,Corey Peak,NV,100,Reno|NV,NORMAL
WWG21,162.450,33.817639,-117.635861,Santa Ana,Beeks Place,CA,100,San Diego|CA,NORMAL
WXM66,162.500,34.232361,-117.234694,Victorville,San Bernardino National Forest,CA,76,San Diego|CA,NORMAL
WNG637,162.425,32.840056,-117.253028,San Diego Marine,Mount Soledad (La Jolla),CA,60,San Diego|CA,NORMAL
KEC62,162.400,33.0089,-116.972194,San Diego,Mt. Woodson,CA,102,San Diego|CA,NORMAL
KIH31,162.550,35.360694,-120.656972,San Luis Obispo,Cuesta Peak/Santa Margarita,CA,365,Los Angeles|CA,NORMAL
WNG592,162.525,35.685111,-121.167222,San Simeon,San Simeon,CA,128,Los Angeles|CA,NORMAL
WWF62,162.475,34.525056,-119.958972,Santa Barbara Marine,Broadcast Peak,CA,80,Los Angeles|CA,NORMAL
KIH34,162.400,34.525,-119.9589,Santa Barbara,Broadcast Peak,CA,369,Los Angeles|CA,NORMAL
WWF97,162.475,42.081111,-122.716111,Mt. Ashland,Ashland,OR,100,Medford|OR,NORMAL
WZ2504,162.475,38.348333,-122.578056,Sonoma County,Sonoma County,CA,100,San Francisco|CA,NORMAL
WXJ45,162.500,39.594594,-103.990045,Deer Trail,Deer Trail,CO,100,Boulder|CO,NORMAL
KEC76,162.550,39.692087,-104.936663,Denver,Glendale,CO,330,Boulder|CO,NORMAL
WNG550,162.450,39.370134,-104.679368,Franktown,Franktown,CO,300,Boulder|CO,NORMAL
WXM51,162.475,40.240081,-105.055268,Mead/Longmont,Highland,CO,100,Boulder|CO,NORMAL
WXM54,162.475,37.729444,-106.588056,Alamosa,Agua Ramon Mountain,CO,300,Pueblo|CO,NORMAL
KWN54,162.425,37.363889,-107.7825,Durango,Durango,CO,300,Grand Junction|CO,NORMAL
KWN60,162.525,38.0381,-102.4297,Lamar,Prowers County,CO,1000,Pueblo|CO,NORMAL
WNG664,162.400,37.41,-102.626944,Springfield,Baca County,CO,1000,Pueblo|CO,NORMAL
WWG23,162.500,37.908728,-103.437073,La Junta,Miller Mesa,CO,100,Pueblo|CO,NORMAL
WWF77,162.525,39.272222,-102.398333,Bethune,Bethune,CO,100,Goodland|KS,NORMAL
WWG44,162.425,38.180278,-104.021944,Fowler,Olney Spring,CO,100,Pueblo|CO,NORMAL
WXM52,162.400,38.275556,-104.598611,Pueblo,Pueblo,CO,300,Pueblo|CO,NORMAL
WNG579,162.450,37.641389,-104.773056,Walsenburg,Walsenburg,CO,300,Pueblo|CO,NORMAL
KXI90,162.450,38.338056,-107.638333,Montrose,Buckhorn Lakes,CO,300,Grand Junction|CO,NORMAL
WNG687,162.450,37.839722,-109.460556,Monticello,Monticello,UT,300,Grand Junction|CO,NORMAL
WZ2518,162.450,39.775,-106.846389,Eagle,Eagle,CO,100,Grand Junction|CO,NORMAL
WWG43,162.500,39.425556,-107.379167,Glenwood Springs,Sunlight Peak,CO,100,Grand Junction|CO,NORMAL
WXM56,162.475,38.7425,-104.8647,Colorado Springs,Cheyenne Mountain,CO,100,Pueblo|CO,OUT OF SERVICE
WWH32,162.450,39.095514,-103.236994,Boyero,Boyero,CO,100,Boulder|CO,NORMAL
KJY81,162.500,38.515278,-105.3075,Canon City,Canon City,CO,300,Pueblo|CO,NORMAL
WXM55,162.550,39.0836,-108.2194,Grand Junction,Rapid Creek,CO,300,Grand Junction|CO,NORMAL
WZ2544,162.500,40.060274,-105.990851,North Cottonwood,Granby,CO,300,Boulder|CO,NORMAL
KWN56,162.525,40.354444,-106.698889,Steamboat Springs,Walton Peak,CO,300,Grand Junction|CO,NORMAL
WXJ37,162.475,36.695833,-108.220556,Farmington,Farmington,NM,300,Albuquerque|NM,NORMAL
WXM92,162.450,40.570302,-105.079238,Fort Collins/Ault,Black Hollow,CO,300,Boulder|CO,NORMAL
WXM50,162.400,40.485747,-104.349355,Greeley,Point of Rocks,CO,300,Boulder|CO,NORMAL
KWN40,162.525,40.244425,-103.8978,Fort Morgan,Fort Morgan,CO,300,Boulder|CO,NORMAL
WXM53,162.400,40.615087,-103.031822,Sterling,Sterling,CO,300,Boulder|CO,NORMAL
WNG737,162.400,39.616803,-106.110006,Dillon,Dillon,CO,300,Boulder|CO,NORMAL
KJY84,162.425,39.704672,-103.254062,Anton,Anton,CO,300,Boulder|CO,NORMAL
WXM87,162.475,40.054167,-102.225556,Wray,Wray,CO,100,Goodland|KS,NORMAL
WWH33,162.500,41.821111,-73.296667,Cornwall,Mohawk Mtn.,CT,500,Albany|NY,NORMAL
WXJ42,162.400,41.563056,-72.845,Meriden,West Peak,CT,500,New York|NY,NORMAL
KWO35,162.550,40.748477,-73.9853,New York City,Empire State Building,NY,1000,New York|NY,NORMAL
WXM80,162.475,40.8825,-72.715278,Riverhead,Riverhead,NY,500,New York|NY,NORMAL
WXJ41,162.475,41.958611,-72.413611,Hartford,Soapstone Mtn.,CT,300,Boston/Norton|MA,NORMAL
