Callsign,Frequency_MHz,Latitude,Longitude,SiteName,SiteLocation,State,Power_W,WFO,Status
WNG604,162.525,45.9933,-122.5964,Davis Peak,Longview,WA,85,Portland|OR,NORMAL
KIH32,162.400,43.390556,-124.131458,Coos Bay,Noah Butte,OR,300,Medford|OR,NORMAL
WWF80,162.500,44.197528,-120.977861,Bend/Redmond,Powell Butte,OR,100,Pendleton|OR,NORMAL
WNG596,162.425,42.73933,-124.51033,Cape Blanco,Port Orford,OR,150,Medford|OR,NORMAL
WZ2509,162.525,43.656875,-124.187375,Reedsport,Winchester Hill,OR,100,Medford|OR,NORMAL
WXL98,162.550,43.119167,-123.242778,Roseburg,Dodson Mtn.,OR,100,Medford|OR,NORMAL
WNG559,162.550,44.960111,-119.951722,Fossil,Fossil,OR,270,Pendleton|OR,NORMAL
WNG560,162.500,44.293889,-119.042222,John Day,Fall Mtn.,OR,300,Pendleton|OR,NORMAL
KHB30,162.475,43.572639,-119.131528,Burns Butte,Harney,OR,130,Boise|ID,NORMAL
WXM34,162.400,45.711858,-121.11673,The Dalles,Columbia Gorge,OR,291,Pendleton|OR,NORMAL
WXL85,162.400,42.42794,-123.002217,Medford,Nugget Butte,OR,500,Medford|OR,NORMAL
WNG674,162.500,44.124278,-124.013056,Florence,Herman Peak,OR,116,Portland|OR,NORMAL
KIH33,162.550,44.756111,-124.049722,Newport,Otter Rock,OR,500,Portland|OR,NORMAL
WNG697,162.525,45.207889,-123.760111,Mt Hebo,Tillamook Hospital,OR,110,Portland|OR,NORMAL
WWH28,162.425,45.350333,-119.509722,Heppner,Robinson Hill,OR,100,Pendleton|OR,NORMAL
WWH27,162.425,45.980333,-119.295861,Plymouth,Sillusi Butte,WA,100,Pendleton|OR,NORMAL
WWF95,162.475,45.466139,-123.920917,Tillamook,Cape Mears,OR,100,Portland|OR,NORMAL
WZ2522,162.475,45.281186,-118.94966,Carney Butte,Carney Butte,OR,100,Pendleton|OR,NORMAL
WXL95,162.400,45.747009,-118.03772,Spout Springs,Spout Springs,OR,300,Pendleton|OR,NORMAL
WZ2559,162.425,45.42636,-117.29603,Enterprise,Enterprise,OR,100,Pendleton|OR,NORMAL
WXL40,162.550,40.345235,-76.868997,Harrisburg,Blue Mtn.,PA,1000,State College|PA,NORMAL
WWG53,162.425,41.139861,-79.754028,Parker,Parker,PA,1000,Pittsburgh|PA,NORMAL
KZZ42,162.500,41.0719,-78.9392,Reynoldsville,Reynoldsville,PA,300,Pittsburgh|PA,NORMAL
WNG589,162.425,40.568181,-78.440874,Altoona,Frankstown,PA,300,State College|PA,NORMAL
WWG52,162.525,40.293735,-77.966444,Huntingdon,Three Springs,PA,1000,State College|PA,NORMAL
WXM33,162.400,40.371218,-78.982065,Johnstown,Laurel Hill,PA,250,State College|PA,NORMAL
WXL52,162.550,41.122592,-78.44116,Clearfield,Clearfield,PA,500,State College|PA,NORMAL
WXL43,162.550,41.182778,-75.873889,Wilkes-Barre,Penobscot Knob,PA,500,Binghamton|NY,NORMAL
WXM59,162.475,40.752628,-77.754144,State College,Little Flat Mtn.,PA,100,State College|PA,NORMAL
WXL55,162.400,41.190185,-76.979783,Williamsport,Montoursvil,PA,1000,State College|PA,OUT OF SERVICE
WWG51,162.450,41.745365,-79.264713,Warren,Youngsville,PA,1000,State College|PA,NORMAL
KWN35,162.475,39.6084,-79.9878,Morgantown,Harmony Grove,WV,340,Pittsburgh|PA,NORMAL
WNG591,162.500,41.75969,-77.876011,Coudersport,Coudersport,PA,500,State College|PA,OUT OF SERVICE
WXM94,162.475,41.737033,-77.363552,Wellsboro,Wellsboro,PA,1000,State College|PA,NORMAL
WXJ68,162.550,18.1481,-66.9831,Maricao,Monte Del Estado,PR,1000,San Juan|PR,NORMAL
WXJ69,162.400,18.265,-66.085,San Juan,Aguas Buenas,PR,1000,San Juan|PR,NORMAL
KHA35,162.525,33.543083,-80.824229,Orangeburg,Orangeburg,SC,300,Columbia|SC,NORMAL
KHB29,162.550,32.9244,-79.699444,Charleston,Awendaw,SC,1000,Charleston|SC,NORMAL
WXM93,162.475,33.3686,-80.116434,Cross,Cross,SC,100,Charleston|SC,NORMAL
WXJ20,162.400,34.118611,-80.936667,Columbia,West Columbia,SC,1000,Columbia|SC,NORMAL
WXJ22,162.550,34.280109,-79.742858,Florence,Pockett Rd.,SC,1000,Wilmington|NC,NORMAL
WWG77,162.425,33.881111,-80.270556,Sumter,Sumter,SC,300,Columbia|SC,NORMAL
WNG628,162.500,33.444949,-79.300595,Georgetown,Georgetown,SC,300,Wilmington|NC,NORMAL
WWH36,162.450,43.697917,-98.044222,Mitchell,Mitchell,SD,1010,Sioux Falls|SD,NORMAL
WXM27,162.550,44.3997,-98.8011,Wessington,Wessington,SD,1010,Sioux Falls|SD,NORMAL
KZZ59,162.500,43.178889,-102.324444,Porcupine,Porcupine Butte,SD,1000,Rapid City|SD,NORMAL
KXI71,162.525,44.355278,-97.123889,Arlington,Arlington,SD,1060,Sioux Falls|SD,NORMAL
KZZ60,162.525,43.965833,-99.603333,Reliance,Medicine Butte,SD,1000,Aberdeen|SD,NORMAL
WXM26,162.400,44.4233,-100.354167,Pierre,Presho Tower,SD,700,Aberdeen|SD,NORMAL
WNG551,162.425,45.421111,-101.285833,Firesteel,Standing Rock,SD,1000,Aberdeen|SD,NORMAL
WNG661,162.475,43.8325,-104.218889,Newcastle,Newcastle,WY,300,Rapid City|SD,NORMAL
WXM63,162.550,44.1144,-103.2433,Rapid City,Cabot Hill,SD,1000,Rapid City|SD,NORMAL
KXI59,162.450,43.981111,-101.642778,Philip,Philip,SD,1000,Rapid City|SD,NORMAL
WNG558,162.550,43.576389,-100.743333,White River,White River,SD,1000,Rapid City|SD,NORMAL
WNG557,162.475,45.053889,-102.263056,Faith,Faith,SD,1000,Rapid City|SD,NORMAL
WXK46,162.475,35.9991,-83.9497,Knoxville,Sharps Ridge,TN,1000,Morristown|TN,NORMAL
WNG732,162.450,36.1981,-84.2308,La Follette,Cross Mountain/Briceville,TN,250,Morristown|TN,NORMAL
WXK63,162.475,35.7025,-86.195833,Shelbyville,Beech Grove,TN,1000,Nashville|TN,OUT OF SERVICE
KWN52,162.525,35.7658,-87.8317,Lobelville,Lobelville,TN,1020,Nashville|TN,NORMAL
WXK62,162.400,36.110556,-87.667222,Waverly,McEwen,TN,1000,Nashville|TN,NORMAL
WNG629,162.450,35.748917,-85.46725,Spencer,Hollow Rock,TN,1050,Nashville|TN,NORMAL
WXN74,162.500,36.1447,-85.9111,Hickman,Hickman,TN,991,Nashville|TN,NORMAL
WXK60,162.550,35.529694,-88.777083,Jackson,Norton Hill,TN,850,Memphis|TN,NORMAL
KIG79,162.550,36.164083,-86.78475,Nashville,Nashville,TN,1020,Nashville|TN,NORMAL
WXK61,162.400,36.171333,-85.231278,Cookeville,Anderson,TN,1000,Nashville|TN,NORMAL
WWF84,162.425,35.459186,-87.130111,Lawrenceburg,Flanigan Hill,TN,1000,Nashville|TN,OUT OF SERVICE
KWN53,162.450,35.736639,-87.373806,Centerville,Hickman County,TN,308,Nashville|TN,NORMAL
KXI87,162.525,32.076536,-96.490889,Corsicana,Corsicana,TX,1040,Fort Worth-Dallas|TX,NORMAL
KWN34,162.450,31.717806,-95.649667,Palestine,Palestine,TX,1010,Fort Worth-Dallas|TX,NORMAL
WXK36,162.475,32.4856,-95.4831,Tyler,Lindale,TX,1000,Shreveport|LA,NORMAL
WXK32,162.400,31.845186,-102.469992,Midland/Odessa,Odessa,TX,700,Midland/Odessa|TX,NORMAL
WXK23,162.550,31.296111,-94.714167,Lufkin,Lufkin,TX,1000,Shreveport|LA,NORMAL
KHB41,162.550,28.00513,-97.09667,Corpus Christi,Rockport,TX,1250,Corpus Christi|TX,NORMAL
WXL26,162.475,28.438472,-96.448778,Port O'Connor,Port O'Connor,TX,100,Corpus Christi|TX,NORMAL
WNG722,162.425,33.158611,-99.175,Throckmorton,Throckmorton,TX,1000,San Angelo|TX,NORMAL
WXK38,162.550,35.374889,-101.882611,Amarillo,Amarillo,TX,950,Amarillo|TX,NORMAL
WXK67,162.550,29.685389,-98.449611,San Antonio,San Antonio,TX,1000,Austin/San Antonio|TX,NORMAL
WXK30,162.550,30.6431,-96.3314,Bryan,College Station,TX,1000,Houston/Galveston|TX,NORMAL
WWG55,162.500,29.951306,-96.774389,La Grange,Rutersville,TX,800,Austin/San Antonio|TX,NORMAL
KJY78,162.450,29.313889,-96.334444,New Taiton,El Campo,TX,1000,Houston/Galveston|TX,NORMAL
WWF90,162.450,30.009861,-99.262778,Kerrville,Ingram,TX,1000,Austin/San Antonio|TX,NORMAL
WXK27,162.400,30.3219,-97.8033,Austin,Austin,TX,1010,Austin/San Antonio|TX,NORMAL
WNG696,162.450,28.335,-98.171389,Three Rivers,George West (AG),TX,1000,Corpus Christi|TX,NORMAL
WNG649,162.525,30.72573,-96.808611,Milano,Milano,TX,300,Fort Worth-Dallas|TX,NORMAL
WXK35,162.475,31.314833,-97.326972,Waco,Moody,TX,1040,Fort Worth-Dallas|TX,NORMAL
WWF91,162.425,30.599111,-98.624389,Llano,Fowler Hill,TX,1000,Austin/San Antonio|TX,NORMAL
WXK37,162.475,32.2818,-101.493099,Big Spring,Big Spring,TX,950,Midland/Odessa|TX,NORMAL
KEC56,162.400,32.901278,-96.6872,Dallas,Dallas,TX,1040,Fort Worth-Dallas|TX,NORMAL
KEC55,162.550,32.536694,-97.413,Fort Worth,Crowley,TX,1050,Fort Worth-Dallas|TX,NORMAL
KWN33,162.450,32.12853,-98.303333,Stephenville,Dublin,TX,1090,Fort Worth-Dallas|TX,NORMAL
WWG40,162.425,28.980278,-95.999722,Bay City,Bay City,TX,1000,Houston/Galveston|TX,NORMAL
KHB40,162.550,29.293528,-94.833472,Galveston,Galveston,TX,1000,Houston/Galveston|TX,NORMAL
KGG68,162.400,30.0964,-95.6564,Tomball,Tomball,TX,1000,Houston/Galveston|TX,NORMAL
KJY69,162.550,30.319167,-103.617778,Alpine,Alpine,TX,1000,Midland/Odessa|TX,NORMAL
WNG561,162.450,34.220556,-101.715833,Plainview,Hale County,TX,1000,Lubbock|TX,NORMAL
WNG609,162.525,27.292222,-97.8075,Riviera,Kingsville,TX,1030,Corpus Christi|TX,NORMAL
WNG636,162.500,32.3514,-99.018333,Cisco,Cisco,TX,1090,Fort Worth-Dallas|TX,NORMAL
WXN89,162.475,32.033611,-99.420556,Coleman,Novice,TX,300,San Angelo|TX,NORMAL
WWG94,162.525,31.2525,-99.002778,Richland Springs,Richland Springs,TX,1000,San Angelo|TX,NORMAL
KXI56,162.525,29.546667,-97.406667,Gonzales,Gonzales,TX,1000,Austin/San Antonio|TX,NORMAL
WNG641,162.475,29.65475,-97.82425,Seguin,Kingsbury,TX,1010,Austin/San Antonio|TX,NORMAL
WXK34,162.400,28.8356,-97.116667,Victoria,Victoria,TX,1000,Corpus Christi|TX,NORMAL
WXK29,162.400,32.275556,-99.590278,Abilene,Clyde,TX,1000,San Angelo|TX,NORMAL
WWG34,162.550,25.910278,-97.5305,Brownsville,Brownsville,TX,317,Brownsville/Rio Grande Valley|TX,NORMAL
WZ2541,162.475,26.1861,-98.1886,Pharr Spanish,Pharr,TX,300,Brownsville/Rio Grande Valley|TX,NORMAL
KHB33,162.400,26.211222,-98.18875,Pharr,Pharr,TX,1000,Brownsville/Rio Grande Valley|TX,NORMAL
WZ2542,162.450,26.0814,-97.8283,Santa Maria Spanish,Santa Maria,TX,300,Brownsville/Rio Grande Valley|TX,NORMAL
KWN32,162.425,32.727278,-94.917639,Gilmer,Longview,TX,1060,Shreveport|LA,NORMAL
KXI88,162.400,35.844021,-101.446305,Stinnett,Stinnett,TX,300,Amarillo|TX,NORMAL
WNG653,162.525,33.196944,-94.474722,Marietta,Mt. Pleasant,TX,300,Shreveport|LA,NORMAL
WXK28,162.475,30.13327,-94.11866,Beaumont,Beaumont,TX,1000,Lake Charles|LA,NORMAL
WXK79,162.400,33.7372,-101.7492,Lubbock,New Deal,TX,1000,Lubbock|TX,NORMAL
WXK33,162.550,31.623278,-100.437722,San Angelo,San Angelo,TX,1000,San Angelo|TX,NORMAL
KWN31,162.500,33.140405,-95.80875,Cumby,Greenville,TX,1060,Fort Worth-Dallas|TX,NORMAL
WZ2507,162.500,33.654139,-100.846194,Dickens,Dickens County,TX,309,Lubbock|TX,NORMAL
WXL44,162.500,30.739861,-101.270528,Ozona,Ozona,TX,304,San Angelo|TX,NORMAL
WZ2503,162.525,31.890043,-104.811221,Guadalupe Mt Nat'l. Park,Guadalupe Peak,TX,325,Midland/Odessa|TX,NORMAL
WNG692,162.550,28.5331,-99.881389,Carrizo Springs,Carrizo Springs,TX,500,Austin/San Antonio|TX,NORMAL
WNG651,162.525,32.855,-98.087222,Mineral Wells,Palo Pinto,TX,300,Fort Worth-Dallas|TX,NORMAL
KWN37,162.425,32.346361,-100.352,Sweetwater,Sweetwater,TX,335,San Angelo|TX,NORMAL
WZ2572,162.475,29.5817,-95.7606,Richmond,Fort Bend County,TX,100,Houston/Galveston|TX,NORMAL
WNG600,162.525,29.320833,-99.331944,D'Hanis,D'Hanis,TX,300,Austin/San Antonio|TX,NORMAL
WNG523,162.500,28.675472,-99.188972,Dilley,Dilley,TX,294,Austin/San Antonio|TX,NORMAL
KXI55,162.500,30.849722,-95.1097,Onalaska,Onalaska,TX,1000,Houston/Galveston|TX,NORMAL
WNG695,162.450,31.200611,-103.353444,Pecos,Pecos,TX,1030,Midland/Odessa|TX,NORMAL
WWG93,162.475,30.478056,-99.752778,Junction,Junction,TX,1000,San Angelo|TX,NORMAL
WXJ98,162.400,29.4681,-101.01145,Del Rio,Amistad Village,TX,1000,Austin/San Antonio|TX,NORMAL
WNG650,162.525,31.726389,-94.257778,Center,Timpson,TX,300,Shreveport|LA,NORMAL
WNG601,162.425,26.405,-98.776111,Rio Grande City,Rio Grande City,TX,600,Brownsville/Rio Grande Valley|TX,NORMAL
KWN51,162.425,29.247028,-99.796111,Uvalde,Uvalde,TX,1010,Austin/San Antonio|TX,NORMAL
WXK26,162.475,27.5203,-99.5222,Laredo,Laredo,TX,500,Corpus Christi|TX,NORMAL
WXM24,162.400,38.5197,-113.2867,Milford/Cedar City,Frisco Peak,UT,100,Salt Lake City|UT,NORMAL
KEC78,162.550,40.6272,-112.0572,Salt Lake City,Bacchus,UT,300,Salt Lake City|UT,NORMAL
WWF46,162.450,40.4597,-112.41,Tooele (South Mountain),South Mountain,UT,100,Salt Lake City|UT,NORMAL
WNG669,162.500,39.21,-111.1425,Castle Dale,Horn Mountain,UT,100,Salt Lake City|UT,NORMAL
KXI34,162.550,41.430556,-109.120278,Rock Springs,Rock Springs,WY,300,Riverton|WY,NORMAL
WWF47,162.525,40.1272,-112.380833,Tooele (Vernon Hills),Vernon Hills,UT,120,Salt Lake City|UT,NORMAL
KJY79,162.550,40.355278,-110.7994,Tabiona,Mount Tabby,UT,300,Salt Lake City|UT,NORMAL
WXM23,162.400,40.41391,-109.593289,Vernal,Asphalt Ridge,UT,300,Grand Junction|CO,NORMAL
WNG556,162.475,38.528889,-109.323611,Moab,Bald Mesa,UT,300,Grand Junction|CO,NORMAL
KJY61,162.425,37.756389,-111.874722,Escalante,Barney Top Mountain,UT,75,Salt Lake City|UT,NORMAL
WNG594,162.425,39.321944,-111.770833,Manti,Sevier Valley,UT,150,Salt Lake City|UT,NORMAL
KJY60,162.475,40.854444,-111.481111,Coalville/ Park City,Lewis Peak,UT,100,Salt Lake City|UT,NORMAL
KXI85,162.450,41.3525,-110.9072,Evanston,Medicine Butte,WY,300,Salt Lake City|UT,NORMAL
KZZ28,162.450,37.876528,-78.690972,Covesville,Mt. Oliver,VA,980,Baltimore/Washington|VA,NORMAL
WXM72,162.425,37.77359,-80.7055,Hinton,Keeney Mtn.,WV,1000,Blacksburg|VA,NORMAL
WXK65,162.475,37.503056,-77.541667,Richmond,Sandston,VA,1000,Wakefield|VA,NORMAL
WXL92,162.550,37.43665,-79.1241,Lynchburg,Madison Heights,VA,1000,Blacksburg|VA,NORMAL
WXM75,162.475,37.641389,-81.993889,Gilbert,Horsepen Mtn.,WV,500,Charleston|WV,NORMAL
KAE42,162.500,37.4906,-77.0569,Providence Forge,New Kent County,VA,1000,Wakefield|VA,NORMAL
WXM71,162.550,37.590556,-81.115,Beckley,Flat Top,WV,1000,Charleston|WV,NORMAL
WZ2543,162.425,37.0683,-81.7706,Richlands,Steeleburg,VA,300,Blacksburg|VA,NORMAL
WZ2561,162.450,18.3283,-64.8592,St. Thomas,Charlotte Amalie,VI,300,San Juan|PR,NORMAL
WWF56,162.450,46.397387,-119.599561,Richland,Richland,WA,300,Pendleton|OR,NORMAL
WWF49,162.525,48.545556,-119.235556,Okanogan,Tunk Mtn.,WA,50,Spokane|WA,NORMAL
WXM48,162.475,47.549849,-120.371015,Wenatchee,Birch Mtn,WA,100,Spokane|WA,NORMAL
KXI27,162.425,47.749167,-124.177778,Forks,Clearwater,WA,330,Seattle/Tacoma|WA,NORMAL
KIH36,162.550,48.370694,-124.673028,Neah Bay,Bohokus Peak,WA,303,Seattle/Tacoma|WA,NORMAL
WWG24,162.425,48.016028,-122.927194,Puget Sound Marine,Port Townsend,WA,90,Seattle/Tacoma|WA,NORMAL
KZZ73,162.525,46.353556,-117.717167,Dayton,Patit,WA,300,Pendleton|OR,NORMAL
WXM62,162.475,46.975222,-123.139167,Capitol Peak,Olympia,WA,284,Seattle/Tacoma|WA,NORMAL
KHB60,162.550,47.5436,-122.108694,Seattle,Cougar Mtn.,WA,102,Seattle/Tacoma|WA,NORMAL
WXN21,162.400,47.137333,-120.869667,Cle Elum,Sky Meadows,WA,40,Pendleton|OR,NORMAL
KIG75,162.550,46.6405,-120.39725,Yakima,Ahtanum Ridge,WA,300,Pendleton|OR,NORMAL
WZ2502,162.425,46.535278,-121.768861,Randle,Bennett Road,WA,114,Seattle/Tacoma|WA,NORMAL
KAD93,162.525,48.996278,-122.649167,H Street - Blaine Area,H Street - Blaine Area,WA,124,Seattle/Tacoma|WA,NORMAL
KHA47,162.450,43.427778,-89.653889,Baraboo,Baraboo,WI,300,Milwaukee/Sullivan|WI,NORMAL
WWF40,162.400,44.020278,-89.558056,Coloma,Coloma,WI,1000,Green Bay|WI,NORMAL
KE2XKP,162.525,43.8956,-90.585,Tomah,Tomah,WI,300,La Crosse|WI,NORMAL
WXM91,162.500,45.945278,-90.274444,Park Falls,Park Falls,WI,1000,Duluth|MN,NORMAL
WNG577,162.550,45.555833,-90.965028,Ladysmith,Rusk County,WI,1020,Twin Cities/Chanhassen|MN,NORMAL
WXJ88,162.400,45.046944,-91.863333,Menomonie,Wheeler,WI,1000,Twin Cities/Chanhassen|MN,NORMAL
KIG65,162.550,44.409722,-88.001389,Green Bay,De Pere,WI,1000,Green Bay|WI,NORMAL
WWG87,162.500,43.815833,-88.320278,Fond Du Lac,Fond Du Lac,WI,1000,Milwaukee/Sullivan|WI,NORMAL
KZZ77,162.425,44.914167,-90.657222,Withee,Withee,WI,1000,La Crosse|WI,NORMAL
WNG564,162.500,44.375,-90.8419,Black River Falls,Jackson County,WI,300,La Crosse|WI,NORMAL
WXJ89,162.475,44.9206,-89.6919,Wausau,Marathon,WI,1000,Green Bay|WI,NORMAL
WXJ87,162.550,43.055833,-89.535,Madison,Middleton Junction,WI,1000,Milwaukee/Sullivan|WI,NORMAL
KEC60,162.400,43.028272,-88.392525,Milwaukee,Delafield,WI,1000,Milwaukee/Sullivan|WI,NORMAL
WWG88,162.450,45.572222,-88.883889,Crandon,Crandon,WI,750,Green Bay|WI,NORMAL
WWG91,162.525,43.765556,-87.766389,Sheboygan,Sheboygan,WI,200,Milwaukee/Sullivan|WI,NORMAL
WNG565,162.400,45.726111,-89.415,Rhinelander,Oneida County,WI,1000,Green Bay|WI,NORMAL
KC2XBZ,162.500,44.8167,-88.8181,Gresham,Gresham,WI,300,Green Bay|WI,NORMAL
WNG552,162.525,44.4175,-88.9175,New London,Manawa/Ogdensburg,WI,1000,Green Bay|WI,NORMAL
WWG89,162.475,43.498889,-90.541111,Richland Center,Ash Ridge,WI,200,La Crosse|WI,NORMAL
WXJ85,162.550,39.300003,-80.291309,Clarksburg,Bridgeport,WV,1000,Charleston|WV,NORMAL
WXJ84,162.400,38.356833,-81.605333,Charleston,Charleston,WV,1000,Charleston|WV,NORMAL
WXM74,162.450,38.7114,-80.681944,Sutton,Flatwood Mountain,WV,1030,Charleston|WV,NORMAL
KXI74,162.525,38.5658,-80.151944,Monterville,Point Mountain,WV,300,Charleston|WV,NORMAL
WXM37,162.550,41.288056,-105.445,Cheyenne,Pole Mtn.,WY,1000,Cheyenne|WY,NORMAL
WNG568,162.525,44.195556,-107.511944,Worland,Greybull,WY,300,Riverton|WY,NORMAL
WNG660,162.500,44.243056,-105.538611,Gillette,Campbell County,WY,1000,Rapid City|SD,NORMAL
KXI37,162.425,41.6794,-107.2364,Rawlins,Elk Mtn.,WY,300,Cheyenne|WY,NORMAL
WXM47,162.400,42.734167,-106.333333,Casper,Casper Mtn.,WY,1000,Riverton|WY,NORMAL
WNG571,162.450,42.346111,-105.035278,Glendo,Glendo Reservoir,WY,1000,Cheyenne|WY,NORMAL
WNG723,162.450,43.499722,-109.6881,Dubois,Dubois,WY,300,Riverton|WY,NORMAL
WXM61,162.475,42.815539,-108.734083,Lander,Lander,WY,300,Riverton|WY,NORMAL
WNG573,162.500,43.437222,-107.997222,Thermopolis,Shoshoni,WY,300,Riverton|WY,NORMAL
WNG662,162.550,43.719909,-106.651011,Kaycee,Johnson County,WY,300,Riverton|WY,NORMAL
WNG569,162.475,42.8508,-110.9808,Afton,Star Valley,WY,300,Riverton|WY,NORMAL
KJY75,162.525,41.838611,-110.504722,Kemmerer,Kemmerer,WY,300,Riverton|WY,NORMAL
WNG679,162.500,42.844444,-109.924167,Pinedale,Pinedale,WY,300,Riverton|WY,NORMAL
KWN39,162.525,43.46306,-110.7633,Jackson,Snow King Mountain Resort,WY,300,Riverton|WY,NORMAL
